id   ,name         ,right_ascension  ,right_ascension_err ,declination      ,declination_err ,period_s              ,period_s_err ,dm         ,dm_err ,distance_kpc ,distance_dm_kpc
1818 ,J1756-2251   ,17:56:46.633812  ,                 15 ,-22:51:59.35     ,              2 ,0.0284615890259983    ,           5 ,121.2312   ,     3 ,0.730        ,2.807
1819 ,B1753-24     ,17:56:57.913     ,                  5 ,-24:35:34        ,              4 ,0.6704799625529       ,          14 ,367.1      ,     4 ,3.834        ,3.834
1820 ,J1756-25     ,17:56:42         ,                 30 ,-25:28           ,              7 ,0.855986              ,           2 ,706        ,     8 ,4.768        ,4.768
1821 ,J1756-2619   ,17:57:19.39      ,                  2 ,-26:19:08        ,              9 ,0.72451374873         ,          11 ,534        ,     2 ,5.112        ,5.112
1822 ,J1757-1500   ,17:57:12.752     ,                 17 ,-15:00:28.5      ,             17 ,0.179354019096        ,          13 ,150        ,     0 ,4.222        ,4.222
1823 ,J1757-16     ,17:57:25         ,                 30 ,-16:26           ,              7 ,0.451273              ,           1 ,132.2      ,     1 ,3.367        ,3.367
1824 ,J1757-1854   ,17:57:03.78438   ,                  6 ,-18:54:03.376    ,              7 ,0.021497231890027     ,           7 ,378.111    ,    13 ,19.549       ,19.549
1825 ,J1757-2223   ,17:57:50.772     ,                  4 ,-22:23:49        ,              4 ,0.1853101015788       ,          11 ,239.3      ,     4 ,3.727        ,3.727
1826 ,B1754-24     ,17:57:29.3235    ,                 14 ,-24:22:07.4      ,             15 ,0.23410579125         ,           5 ,179.454    ,    11 ,3.124        ,3.124
1827 ,J1757-2745   ,17:57:54.7826    ,                  1 ,-27:45:40.16     ,              2 ,0.017687215045108     ,           3 ,334        ,     0 ,8.208        ,8.208
1828 ,J1757-5322   ,17:57:15.1615    ,                  3 ,-53:22:26.387    ,              5 ,0.008869961227277     ,           4 ,30.8047    ,     4 ,0.945        ,0.945
1829 ,J1758-1931   ,17:58:05.60      ,                  7 ,-19:31:41        ,             11 ,0.69255157815         ,           7 ,207        ,     5 ,4.544        ,4.544
1830 ,J1758-2206   ,17:58:44.45      ,                  3 ,-22:06:45        ,             19 ,0.430278250497        ,          15 ,678        ,     4 ,15.065       ,15.065
1831 ,J1758-2540   ,17:58:31.94      ,                  9 ,-25:40:49        ,             46 ,2.1072633712          ,           4 ,218.2      ,    13 ,3.410        ,3.410
1832 ,J1758-2630   ,17:58:34.27      ,                 14 ,-26:30:10        ,             21 ,1.20289346322         ,          18 ,328        ,     3 ,4.350        ,4.350
1833 ,J1758-2846   ,17:58:15.41      ,                  3 ,-28:46:02        ,              5 ,0.76670638621         ,           3 ,66.6       ,     3 ,2.006        ,2.006
1834 ,J1758+3030   ,17:58:25.88      ,                  2 ,+30:30:24.0      ,              6 ,0.94725581104         ,           8 ,35.0674    ,    14 ,3.279        ,3.279
1835 ,J1759-1029   ,17:59:34.30      ,                  4 ,-10:29:57        ,              3 ,2.5122628118          ,           5 ,115.4      ,     6 ,2.519        ,2.519
1836 ,J1759-1736   ,17:59:28.16      ,                  7 ,-17:36:10        ,              7 ,0.79845156695         ,           8 ,206        ,     3 ,4.917        ,4.917
1837 ,J1759-1903   ,17:59:41.76      ,                 16 ,-19:03:19        ,             27 ,0.73150547250         ,          17 ,467        ,     4 ,21.806       ,21.806
1838 ,J1759-1940   ,17:59:57.040     ,                 15 ,-19:40:29        ,              5 ,0.254720352269        ,           7 ,302.7      ,    10 ,7.987        ,7.987
1839 ,J1759-1956   ,17:59:35.42      ,                  4 ,-19:56:08        ,             15 ,2.8433888097          ,           3 ,236.4      ,    19 ,4.620        ,4.620
1840 ,B1756-22     ,17:59:24.164     ,                  4 ,-22:05:33        ,              2 ,0.460981536134        ,           5 ,177.157    ,     5 ,3.256        ,3.256
1841 ,J1759-2302   ,17:59:49.23      ,                  9 ,-23:02:08        ,            198 ,0.81071772906         ,          12 ,889        ,     1 ,5.782        ,5.782
1842 ,J1759-2307   ,17:59:30.945     ,                 20 ,-23:07:17        ,             46 ,0.55888867754         ,           3 ,812.6      ,    15 ,5.345        ,5.345
1843 ,J1759-24     ,17:59:24         ,                 30 ,-24:02           ,              7 ,1.457739              ,          11 ,772        ,    14 ,4.870        ,4.870
1844 ,J1759-2549   ,17:59:35.12      ,                  9 ,-25:49:07        ,             34 ,0.95654854873         ,          11 ,424.0      ,     2 ,4.842        ,4.842
1845 ,J1759-2922   ,17:59:48.246     ,                 14 ,-29:22:07        ,              3 ,0.574400267809        ,           3 ,79.42      ,     6 ,2.417        ,2.417
1846 ,J1759-3107   ,17:59:22.056     ,                  4 ,-31:07:21.8      ,              5 ,1.078954946883        ,           4 ,128.3      ,     3 ,3.100        ,3.100
1847 ,J1759+5036   ,17:59:45.672     ,                  3 ,+50:36:56.96     ,              2 ,0.17601634721733      ,           8 ,7.775      ,     3 ,0.543        ,0.543
1848 ,J1759-5505   ,17:59:34.16      ,                  2 ,-55:05:30.9      ,              2 ,0.37339212565         ,          20 ,63.0       ,     3 ,3.096        ,3.096
1849 ,J1800-0125   ,18:00:22.08      ,                  3 ,-01:25:30.6      ,              7 ,0.78318548958         ,           3 ,51.0       ,     2 ,1.529        ,1.529
1850 ,J1800-2114   ,18:00:12.3       ,                  4 ,-21:14:19        ,             75 ,1.7992724923          ,           7 ,641        ,    18 ,16.114       ,16.114
1851 ,B1757-23     ,18:00            ,                  4 ,-23:43           ,             15 ,1.03082               ,           2 ,280        ,    40 ,3.559        ,3.559
1852 ,J1800+5034   ,18:00:44.372     ,                 11 ,+50:34:21.76     ,             15 ,0.578375101145        ,          11 ,22.71      ,     6 ,1.937        ,1.937
1853 ,B1758-03     ,18:01:22.628     ,                  3 ,-03:57:55.7      ,              2 ,0.92149286624         ,           4 ,120.37     ,     3 ,5.739        ,5.739
1854 ,J1801-0857A  ,18:01:50.6097    ,                  1 ,-08:57:31.853    ,              6 ,0.00717561460624      ,          16 ,182.614    ,     0 ,9.230        ,6.684
1855 ,J1801-0857B  ,18:01:50.5642    ,                  4 ,-08:57:32.87     ,              2 ,0.02896158842782      ,           9 ,182.39     ,     6 ,9.230        ,6.660
1856 ,J1801-0857C  ,18:01:50.73731   ,                  7 ,-08:57:32.699    ,              3 ,0.0037386996643       ,           5 ,182.457    ,     0 ,9.230        ,6.667
1857 ,J1801-0857D  ,18:01:55.3632    ,                  2 ,-08:57:24.284    ,              9 ,0.00422653200317      ,          15 ,174.487    ,     0 ,9.230        ,5.835
1858 ,J1801-0857E  ,18:01:50.6232    ,                  3 ,-08:57:31.29     ,              2 ,0.007601670492227     ,           5 ,183.29     ,     0 ,9.230        ,6.759
1859 ,J1801-0857F  ,18:01:50.7409    ,                  3 ,-08:57:31.27     ,              2 ,0.024891985032542     ,          13 ,183.71     ,     0 ,9.230        ,6.806
1860 ,J1801-0857G  ,18:01:50.099     ,                  2 ,-08:57:27.9      ,              1 ,0.05159136661         ,           3 ,185.30     ,     0 ,9.230        ,6.984
1861 ,J1801-0857H  ,18:01:52.5895    ,                  9 ,-08:57:53.15     ,              5 ,0.005642723448168     ,           7 ,179.6      ,     0 ,9.230        ,6.354
1862 ,J1801-0857I  ,18:01:50.5       ,                  0 ,-08:57:32        ,              0 ,0.00325               ,           0 ,177.8      ,     0 ,9.230        ,6.173
1863 ,J1801-1417   ,18:01:51.073331  ,                 19 ,-14:17:34.526    ,              2 ,0.0036250967171671    ,          17 ,57.2516    ,     2 ,1.105        ,1.105
1864 ,J1801-1855   ,18:01:22.3       ,                  3 ,-18:55:49        ,             49 ,2.5504982104          ,          10 ,484        ,    14 ,20.072       ,20.072
1865 ,J1801-1909   ,18:01:46.69      ,                  3 ,-19:09:36        ,              6 ,1.10872484960         ,           5 ,264        ,     9 ,4.897        ,4.897
1866 ,J1801-2115   ,18:01:32.49      ,                 12 ,-21:15:18        ,             53 ,0.4381131572          ,           4 ,778.8      ,     1 ,14.873       ,14.873
1867 ,J1801-2154   ,18:01:08.68      ,                 35 ,-21:54:07.15     ,             45 ,0.375301756356        ,          16 ,386        ,     1 ,4.132        ,4.132
1868 ,B1758-23     ,18:01:19.81488   ,                 60 ,-23:04:44.637    ,             10 ,0.4158270895435       ,          18 ,1067.85    ,    10 ,4.000        ,6.431
1869 ,B1757-24     ,18:01:00.016     ,                  8 ,-24:51:27.5      ,              2 ,0.124924206569        ,           8 ,291.55     ,     5 ,3.803        ,3.803
1870 ,B1758-29     ,18:01:46.839     ,                  3 ,-29:20:38.1      ,              3 ,1.0819104982770       ,          12 ,125.613    ,    14 ,3.013        ,3.013
1871 ,J1801-3210   ,18:01:25.8872    ,                  1 ,-32:10:53.733    ,              9 ,0.0074535843734649    ,           6 ,177.729    ,     2 ,6.112        ,6.112
1872 ,J1801-3458   ,18:01:52.66      ,                 11 ,-34:58:37        ,              7 ,1.3856036231          ,           3 ,146        ,     6 ,5.915        ,5.915
1873 ,J1802+0128   ,18:02:27.45      ,                  2 ,+01:28:23.7      ,              4 ,0.554261603931        ,          10 ,97.97      ,    12 ,7.681        ,7.681
1874 ,J1802+03     ,18:02:44         ,                 30 ,+03:38           ,              8 ,0.6643                ,           0 ,77         ,     0 ,5.099        ,5.099
1875 ,J1802-0523   ,18:02:12.14      ,                  8 ,-05:23:29        ,              4 ,1.68057296916         ,           9 ,121        ,     0 ,4.070        ,4.070
1876 ,J1802-1745   ,18:02:14.85      ,                  3 ,-17:45:17        ,              7 ,0.51467137652         ,           3 ,264.2      ,     3 ,6.596        ,6.596
1877 ,J1802-2124   ,18:02:05.335576  ,                  9 ,-21:24:03.649    ,              3 ,0.0126475935865227    ,           4 ,149.5902   ,     4 ,0.760        ,3.026
1878 ,J1802-2426   ,18:02:03.10      ,                  4 ,-24:26:43        ,             30 ,0.56900709018         ,           3 ,711        ,     6 ,12.876       ,12.876
1879 ,J1802-3346   ,18:02:55.2       ,                  1 ,-33:46:45        ,              5 ,2.461051995           ,           3 ,217        ,     5 ,13.672       ,13.672
1880 ,J1803+1358   ,18:03:11         ,                  0 ,+13:59:26        ,              0 ,0.00152               ,           0 ,*          ,     0 ,*            ,*
1881 ,J1803-1616   ,18:03:34.68      ,                  3 ,-16:16:30        ,              4 ,0.536595822673        ,          18 ,388.1      ,    20 ,19.035       ,19.035
1882 ,J1803-1857   ,18:03:59.06      ,                  3 ,-18:57:19        ,              8 ,2.86433773648         ,          13 ,392.0      ,    11 ,10.784       ,10.784
1883 ,J1803-1920   ,18:03:29.44      ,                  3 ,-19:20:41        ,              7 ,0.443648922251        ,          16 ,436.1      ,    17 ,12.534       ,12.534
1884 ,B1800-21     ,18:03:51.4105    ,                 10 ,-21:37:07.351    ,             10 ,0.13366692025028      ,          17 ,233.99     ,     5 ,4.400        ,3.422
1885 ,J1803-2149   ,18:03:09.632     ,                  9 ,-21:49:13        ,              4 ,0.106332094095        ,           3 ,*          ,     0 ,*            ,*
1886 ,B1800-27     ,18:03:31.692     ,                 17 ,-27:12:06        ,              4 ,0.334415426505        ,           3 ,165.5      ,     3 ,3.466        ,3.466
1887 ,J1803-3002A  ,18:03:34.0       ,                  0 ,-30:02:02        ,              0 ,0.007101392508118     ,          16 ,192.6234   ,     5 ,7.300        ,5.804
1888 ,J1803-3002B  ,18:03:34.0       ,                  0 ,-30:02:02        ,              0 ,0.004397              ,           0 ,192.6      ,     0 ,7.300        ,5.802
1889 ,J1803-3002C  ,18:03:34.0       ,                  0 ,-30:02:02        ,              0 ,0.005840              ,           0 ,194.5      ,     0 ,7.300        ,5.979
1890 ,J1803-3002D  ,18:03:34.0       ,                  0 ,-30:02:02        ,              0 ,0.00553               ,           0 ,192.73     ,     0 ,7.300        ,5.814
1891 ,J1803-3329   ,18:03:44.453     ,                  4 ,-33:29:10.7      ,              3 ,0.633411983159        ,           4 ,170.9      ,     6 ,7.811        ,7.811
1892 ,B1802-07     ,18:04:49.8954    ,                 17 ,-07:35:24.69     ,             11 ,0.02310085528430      ,           3 ,186.316    ,    13 ,8.160        ,8.156
1893 ,J1804-2228   ,18:04:28.19      ,                  9 ,-22:28:18        ,             55 ,0.57051063348         ,          10 ,424        ,     7 ,4.054        ,4.054
1894 ,J1804-2717   ,18:04:21.133087  ,                 19 ,-27:17:31.335    ,              4 ,0.009343030844543     ,           4 ,24.6746    ,     5 ,0.805        ,0.805
1895 ,J1804-28     ,18:04:48         ,                 30 ,-28:07           ,              7 ,1.273011              ,           9 ,213.0      ,     3 ,5.469        ,5.469
1896 ,J1804-2858   ,18:04:01.52323   ,                  4 ,-28:58:46.608    ,              7 ,0.00149268528411635   ,          12 ,232.528    ,     2 ,8.237        ,8.237
1897 ,B1802+03     ,18:05:10.154     ,                  2 ,+03:06:30.27     ,             11 ,0.2187115654904       ,          15 ,80.857     ,     8 ,5.255        ,5.255
1898 ,J1805+0615   ,18:05:42.39969   ,                  3 ,+06:15:18.606    ,             13 ,0.0021289064590218    ,           5 ,64.883     ,     0 ,3.885        ,3.885
1899 ,J1805-0619   ,18:05:31.436     ,                  9 ,-06:19:45.4      ,              4 ,0.454650713078        ,           7 ,147.10     ,    12 ,5.429        ,5.429
1900 ,J1805-1504   ,18:05:06.10      ,                 17 ,-15:04:36        ,             18 ,1.1812692298          ,           3 ,225        ,     3 ,5.409        ,5.409
1901 ,J1805-2032   ,18:05:37.09      ,                  6 ,-20:32:51        ,             21 ,0.40576948790         ,           5 ,932.3      ,    20 ,6.694        ,6.694
1902 ,J1805-2037   ,18:05:28.19      ,                  3 ,-20:37:16        ,             11 ,0.357806774953        ,          13 ,708.1      ,    16 ,4.983        ,4.983
1903 ,J1805-2447   ,18:05:25.93      ,                  3 ,-24:47:30        ,             14 ,0.661401759025        ,          14 ,269        ,     3 ,4.576        ,4.576
1904 ,J1805-2948   ,18:05:42.49      ,                  1 ,-29:48:00        ,              2 ,0.4283409894          ,           2 ,167.9      ,     9 ,4.589        ,4.589
1905 ,J1806+1023   ,18:06:52.114     ,                  3 ,+10:23:18.30     ,             12 ,0.484286459778        ,           2 ,52.03      ,     7 ,2.954        ,2.954
1906 ,B1804-12     ,18:06:06.791     ,                 10 ,-11:54:28.7      ,             11 ,0.522618385775        ,           4 ,122.41     ,     5 ,3.005        ,3.005
1907 ,J1806-1618   ,18:06:25.78      ,                  6 ,-16:18:38        ,              8 ,0.66830920992         ,           5 ,319        ,     5 ,10.156       ,10.156
1908 ,J1806-1920   ,18:06:06.6       ,                  2 ,-19:20:23        ,             40 ,0.8797908756          ,           7 ,683        ,     7 ,12.793       ,12.793
1909 ,J1806-2125   ,18:06:19.80      ,                 27 ,-21:27:55.58     ,             73 ,0.481824602           ,           4 ,747        ,     1 ,4.886        ,4.886
1910 ,J1806+2819   ,18:06:25.0658    ,                  5 ,+28:19:01.115    ,              5 ,0.01508366732422      ,           2 ,18.6802    ,     4 ,1.330        ,1.330
1911 ,J1807+04     ,18:07:25         ,                 30 ,+04:05           ,              8 ,0.7989                ,           0 ,53         ,     0 ,2.390        ,2.390
1912 ,J1807+0756   ,18:07:51.235     ,                  2 ,+07:56:43.39     ,              5 ,0.464300493199        ,           2 ,89.29      ,     3 ,7.935        ,7.935
1913 ,B1804-08     ,18:07:38.0274    ,                  4 ,-08:47:43.27     ,              2 ,0.16372737166367      ,           9 ,112.3802   ,    11 ,1.500        ,2.700
1914 ,J1807-2459A  ,18:07:20.355604  ,                 16 ,-24:59:52.9015   ,             65 ,0.003059448798020229  ,          30 ,134.00401  ,    58 ,2.580        ,3.015
1915 ,J1807-2459B  ,18:07:20.871209  ,                 53 ,-25:00:01.915    ,             17 ,0.00418617720284089   ,          25 ,137.1535   ,    20 ,2.580        ,3.045
1916 ,J1807-2557   ,18:07:13.66      ,                  1 ,-25:57:20        ,              5 ,2.76419486975         ,           4 ,385        ,    10 ,18.556       ,18.556
1917 ,B1804-27     ,18:07:08.495     ,                  9 ,-27:15:03.0      ,             15 ,0.827776461518        ,           9 ,312.98     ,     3 ,15.364       ,15.364
1918 ,J1808+00     ,18:08:19         ,                 16 ,+00:34           ,              5 ,0.425115              ,           3 ,149.20     ,    11 ,25.000       ,+25.00
1919 ,J1808-0813   ,18:08:09.432     ,                 10 ,-08:13:01.8      ,              7 ,0.876044286677        ,           6 ,151.27     ,     6 ,3.972        ,3.972
1920 ,J1808-1020   ,18:08:45.634     ,                  6 ,-10:20:48.3      ,              4 ,0.596993202504        ,           4 ,225.3      ,     8 ,8.076        ,8.076
1921 ,J1808-1517   ,18:08:39.09      ,                  2 ,-15:17:40        ,              2 ,0.544549207067        ,           8 ,205        ,     5 ,4.306        ,4.306
1922 ,J1808-1726   ,18:08:42.3       ,                  3 ,-17:26:27        ,             42 ,0.24103454795         ,           9 ,536        ,     7 ,14.163       ,14.163
1923 ,J1808-2024   ,18:08:39.337     ,                  4 ,-20:24:39.85     ,              6 ,7.55592               ,           5 ,*          ,     0 ,13.000       ,*
1924 ,B1805-20     ,18:08:06.396     ,                 11 ,-20:58:08        ,              3 ,0.918410326286        ,          11 ,606.8      ,     9 ,4.582        ,4.582
1925 ,J1808-2701   ,18:08:13.23      ,                  4 ,-27:01:21        ,              9 ,2.45788177758         ,          12 ,95         ,     4 ,2.706        ,2.706
1926 ,J1808-3249   ,18:08:04.48      ,                  2 ,-32:49:34        ,              1 ,0.364912241765        ,          10 ,147.30     ,     9 ,6.269        ,6.269
1927 ,J1809-0119   ,18:09:51.36      ,                  1 ,-01:19:29.0      ,              4 ,0.7449764016          ,           3 ,138.3      ,     2 ,10.737       ,10.737
1928 ,J1809-0743   ,18:09:35.92      ,                  1 ,-07:43:01.4      ,              5 ,0.313885674748        ,           5 ,240.70     ,    14 ,13.999       ,13.999
1929 ,J1809-1429   ,18:09:45.510     ,                  8 ,-14:29:25.0      ,             12 ,0.895285284345        ,          13 ,411.3      ,    16 ,17.153       ,17.153
1930 ,J1809+17     ,18:09:06         ,                 12 ,+17:04           ,              3 ,2.0667                ,           0 ,47.32      ,     9 ,3.152        ,3.152
1931 ,J1809-1850   ,18:09:37.21      ,                 12 ,-18:50:55        ,             21 ,1.12448108944         ,          17 ,598        ,    13 ,4.667        ,4.667
1932 ,J1809-1917   ,18:09:43.136     ,                  2 ,-19:17:38.1      ,              5 ,0.082755269706        ,           6 ,197.1      ,     4 ,3.268        ,3.268
1933 ,J1809-1943   ,18:09:51.08696   ,                 30 ,-19:43:51.9315   ,             40 ,5.540742829           ,          20 ,178        ,     5 ,3.600        ,3.153
1934 ,J1809-2004   ,18:09:15.87      ,                 15 ,-20:04:12        ,             57 ,0.43481138633         ,          16 ,867.1      ,    17 ,5.228        ,5.228
1935 ,B1806-21     ,18:09:14.329     ,                  4 ,-21:09:02.9      ,             15 ,0.702413629135        ,           4 ,381.91     ,     5 ,4.119        ,4.119
1936 ,J1809-2332   ,18:09:50.25      ,                  3 ,-23:32:22.68     ,             10 ,0.146788548116        ,           7 ,*          ,     0 ,0.880        ,*
1937 ,J1809-3547   ,18:09:26.98      ,                  4 ,-35:47:18        ,              2 ,0.8603878390          ,           7 ,193.84     ,     7 ,22.564       ,22.564
1938 ,J1810+0705   ,18:10:47.038     ,                  7 ,+07:05:36.3      ,              2 ,0.30768283388         ,           1 ,79.425     ,     5 ,5.456        ,5.456
1939 ,J1810-1441   ,18:10:59.162     ,                 14 ,-14:41:33.6      ,             13 ,0.217213500357        ,           4 ,304.9      ,    13 ,6.755        ,6.755
1940 ,J1810-1709   ,18:10:28.21      ,                  3 ,-17:09:27        ,              4 ,1.16113257983         ,           7 ,670        ,    20 ,14.518       ,14.518
1941 ,J1810+1744   ,18:10:37.28      ,                  1 ,+17:44:37.38     ,              7 ,0.00166               ,           0 ,39.7       ,     0 ,2.361        ,2.361
1942 ,J1810-1820   ,18:10:55.52      ,                  3 ,-18:20:39        ,              6 ,0.153716278369        ,           8 ,452.2      ,    25 ,4.237        ,4.237
1943 ,J1810-2005   ,18:10:58.9919    ,                  6 ,-20:05:08.27     ,             14 ,0.032822244860022     ,           8 ,240.72     ,     4 ,3.513        ,3.513
1944 ,B1806-53     ,18:10:44.473     ,                  3 ,-53:38:07.631    ,              6 ,0.26104978959         ,           3 ,45         ,     2 ,1.647        ,1.647
1945 ,J1811-0154   ,18:11:19.88      ,                  3 ,-01:54:30.9      ,              7 ,0.92494482303         ,           4 ,148.1      ,     2 ,11.112       ,11.112
1946 ,J1811-0624   ,18:11:18.0861    ,                  2 ,-06:24:37.42     ,              3 ,0.00414568354804      ,           3 ,158.826    ,     3 ,5.801        ,5.801
1947 ,J1811+0702   ,18:11:20.42      ,                  7 ,+07:02:29.7      ,              2 ,0.46171267661         ,           3 ,57.8       ,     1 ,2.965        ,2.965
1948 ,J1811-1049   ,18:11:17.07      ,                  8 ,-10:49:03        ,              4 ,2.6238585620          ,           3 ,253.3      ,     0 ,8.667        ,8.667
1949 ,J1811-1717   ,18:11:26.53      ,                 19 ,-17:17:47        ,             14 ,0.39138510099         ,           9 ,545.5      ,     0 ,5.184        ,5.184
1950 ,J1811-1736   ,18:11:55.034     ,                  3 ,-17:36:37.7      ,              4 ,0.1041819547968       ,           4 ,473.93     ,     4 ,4.419        ,4.419
1951 ,J1811-1835   ,18:11:29.72      ,                  9 ,-18:35:44        ,             13 ,0.55746361200         ,          10 ,761        ,    11 ,4.933        ,4.933
1952 ,J1811-1925   ,18:11:29.2       ,                  1 ,-19:25:28        ,              1 ,0.06466700            ,           2 ,*          ,     0 ,5.000        ,*
1953 ,J1811-2405   ,18:11:19.854050  ,                 19 ,-24:05:18.422    ,             10 ,0.00266059327687744   ,           2 ,60.61997   ,     6 ,1.831        ,1.831
1954 ,J1811-2439   ,18:11:55.53      ,                  3 ,-24:39:53        ,              9 ,0.415812941402        ,          11 ,167.20     ,    11 ,3.756        ,3.756
1955 ,J1811-4930   ,18:11:27.19      ,                  1 ,-49:30:20.8      ,              2 ,1.4327041968          ,           1 ,44.0       ,     5 ,1.447        ,1.447
1956 ,B1810+02     ,18:12:53.187     ,                  7 ,+02:26:57.12     ,             18 ,0.793902802035        ,           3 ,104.14     ,     3 ,7.197        ,7.197
1957 ,J1812-15     ,18:12:36         ,                 30 ,-15:31           ,              7 ,1.014529              ,           3 ,431        ,    10 ,10.041       ,10.041
1958 ,B1809-173    ,18:12:07.208     ,                  8 ,-17:18:29.5      ,             11 ,1.20537444137         ,           9 ,251.4      ,     1 ,3.661        ,3.661
1959 ,B1809-176    ,18:12:15.85925   ,                 17 ,-17:33:37.871    ,              2 ,0.538340543302        ,           9 ,509.8      ,     1 ,4.492        ,4.492
1960 ,J1812-1910   ,18:12:34.89      ,                 10 ,-19:10:39        ,             10 ,0.43099098078         ,           6 ,892        ,     5 ,5.922        ,5.922
1961 ,J1812-20     ,18:12:36.58      ,                  5 ,-20:58.1         ,              5 ,1.9031119816          ,           5 ,457        ,    19 ,11.219       ,11.219
1962 ,J1812-2102   ,18:12:20.93      ,                  6 ,-21:02:36        ,             15 ,1.22335230807         ,           9 ,547.2      ,    10 ,14.440       ,14.440
1963 ,J1812-2526   ,18:12:32.30      ,                  3 ,-25:26:38        ,              7 ,0.315835048197        ,           8 ,361.4      ,     4 ,22.244       ,22.244
1964 ,J1812-2748   ,18:12:40.58      ,                  1 ,-27:48:03        ,              2 ,0.236983307439        ,           9 ,104        ,     2 ,2.941        ,2.941
1965 ,J1812-3039   ,18:12:44.902     ,                  9 ,-30:39:21        ,              1 ,0.58747677594         ,           2 ,141.4      ,     2 ,5.474        ,5.474
1966 ,J1813-0402   ,18:13:34.93602   ,                  2 ,-04:02:47.8226   ,             12 ,0.0041065595383672    ,           4 ,71.3474    ,     9 ,2.229        ,2.229
1967 ,J1813-1246   ,18:13:23.77      ,                  1 ,-12:45:59.2      ,             15 ,0.048072246759        ,           7 ,*          ,     0 ,2.635        ,*
1968 ,J1813-1749   ,18:13:35.180     ,                  9 ,-17:49:57.52     ,             13 ,0.04474055970         ,           4 ,1087       ,     3 ,6.147        ,6.147
1969 ,J1813+1822   ,18:13:38.76      ,                  5 ,+18:22:15.0      ,              9 ,0.3364246764          ,           9 ,60.8       ,     5 ,4.989        ,4.989
1970 ,J1813-2113   ,18:13:39.87      ,                  3 ,-21:13:00.4      ,             73 ,0.426466240565        ,          13 ,462.3      ,    15 ,14.968       ,14.968
1971 ,J1813-2242   ,18:13:29.16      ,                  8 ,-22:42:06        ,             42 ,0.328514216183        ,          15 ,333        ,     3 ,12.474       ,12.474
1972 ,J1813-2621   ,18:13:40.59165   ,                 10 ,-26:21:57.055    ,             18 ,0.0044300116286341    ,          18 ,122.4924   ,    10 ,3.158        ,3.158
1973 ,B1811+40     ,18:13:13.281     ,                  7 ,+40:13:39.03     ,             11 ,0.931089084936        ,           3 ,41.55656   ,    22 ,4.917        ,4.917
1974 ,J1814-0521   ,18:14:26.13      ,                  2 ,-05:21:37.0      ,              8 ,1.01421948495         ,           6 ,130.6      ,     3 ,4.211        ,4.211
1975 ,J1814-0618   ,18:14:41.26      ,                  7 ,-06:18:01.7      ,             33 ,1.37786849563         ,          14 ,168        ,     6 ,5.990        ,5.990
1976 ,J1814+1130   ,18:14:42.742     ,                  2 ,+11:30:43.95     ,              5 ,0.751261115038        ,           3 ,65         ,     1 ,4.151        ,4.151
1977 ,J1814-1649   ,18:14:37.35      ,                  4 ,-16:49:28        ,              5 ,0.95746393536         ,           7 ,782        ,     6 ,5.205        ,5.205
1978 ,J1814-1744   ,18:14:43.10      ,                  5 ,-17:44:48        ,              8 ,3.975905188           ,          16 ,820        ,     2 ,5.118        ,5.118
1979 ,J1814+22     ,18:14:36         ,                 12 ,+22:23           ,              3 ,0.2537                ,           0 ,62.313     ,    11 ,6.461        ,6.461
1980 ,J1814+31     ,18:14:31         ,                  0 ,+31:30:01        ,              0 ,0.00209               ,           0 ,*          ,     0 ,*            ,*
1981 ,J1815-1738   ,18:15:14.67      ,                 19 ,-17:38:06.83     ,             44 ,0.198456978776        ,           4 ,724.6      ,     2 ,4.887        ,4.887
1982 ,J1815-1910   ,18:15:03.08      ,                  4 ,-19:10:00.4      ,             75 ,1.24992353738         ,           8 ,547.8      ,     4 ,6.139        ,6.139
1983 ,J1815+5546   ,18:15:05.74      ,                  6 ,+55:46:23.3      ,              8 ,0.42684382706         ,           4 ,58.999     ,     7 ,25.000       ,+25.00
1984 ,J1816-0755   ,18:16:24.543     ,                  6 ,-07:55:22.5      ,              4 ,0.2176426911444       ,          15 ,117.90     ,     6 ,3.152        ,3.152
1985 ,J1816-1446   ,18:16:29.19      ,                  3 ,-14:46:30        ,              3 ,0.594499815819        ,          18 ,629        ,     4 ,10.097       ,10.097
1986 ,B1813-17     ,18:16:18.662     ,                  5 ,-17:29:02.7      ,              7 ,0.78231335990         ,           4 ,520.7      ,     2 ,4.432        ,4.432
1987 ,B1813-26     ,18:16:35.399     ,                  6 ,-26:49:53        ,              1 ,0.592885190625        ,          11 ,128.12     ,     3 ,3.591        ,3.591
1988 ,J1816+4510   ,18:16:35.93436   ,                  7 ,+45:10:33.8618   ,              8 ,0.0031931035538505    ,           2 ,38.8874    ,     4 ,4.356        ,4.356
1989 ,J1816-5643   ,18:16:36.464     ,                  7 ,-56:43:42.10     ,              6 ,0.2179228818474       ,          13 ,52.4       ,    11 ,2.580        ,2.580
1990 ,J1817-0743   ,18:17:49.79      ,                  5 ,-07:43:18.9      ,             14 ,0.438095346909        ,          18 ,14.8       ,     4 ,0.195        ,0.195
1991 ,J1817-1511   ,18:17:36.20      ,                  6 ,-15:11:39        ,              6 ,0.224603837185        ,          16 ,970        ,     5 ,7.341        ,7.341
1992 ,J1817-1742   ,18:17:09.034     ,                  5 ,-17:42:01.1      ,              6 ,0.1497440393996       ,          16 ,*          ,     0 ,*            ,*
